"","location_code","location_name","Location_Category_Description","primary_address_line_1","State_code","LONGITUDE","LATITUDE","NTA_Name","Principal_phone_number","fax_number","community_school_sup_name"
"152","K164","P.S. 164 Caesar Rodney","Elementary","4211 14 AVENUE","NY","-73.985739","40.637101","Borough Park","718-854-4100","718-853-9306","COSTANTINO, KARINA"
"153","K165","P.S. 165 Ida Posner","Elementary","76 LOTT AVENUE","NY","-73.910938","40.657061","Brownsville","718-495-7759","718-345-8255","PATE, MIATHERESA"
"154","K166","J.H.S. 166 George Gershwin","Junior High-Intermediate-Middle","800 VAN SICLEN AVE","NY","-73.885704","40.659934","East New York","718-649-0765","718-927-2172","STALLINGS-HARTE, JOYCE"
"155","K167","P.S. 167 The Parkway","Elementary","1025 EASTERN PARKWAY","NY","-73.934316","40.669557","Crown Heights North","718-774-2640","718-953-1954","ELLIS, CLARENCE"
"156","K168","The Brooklyn School for Math and Research","High school","400 IRVING AVENUE","NY","-73.911751","40.696457","Bushwick North","718-381-7100","718-381-9897","NULL"
"157","K169","P.S. 169 Sunset Park","Elementary","4305 7 AVENUE","NY","-74.0017","40.645825","Sunset Park East","718-853-3224","718-633-9621","SKOP, ANITA"
"158","K170","Ralph A. Fabrizio School","Elementary","619 72ND STREET","NY","-74.018719","40.630373","Bay Ridge","718-491-8400","718-491-8405","COSTANTINO, KARINA"
"159","K170","Ralph A. Fabrizio School","Elementary","619 72ND STREET","NY","-74.018719","40.630373","Bay Ridge","718-491-8400","718-491-8405","COSTANTINO, KARINA"
"160","K171","I.S. 171 Abraham Lincoln","Junior High-Intermediate-Middle","528 RIDGEWOOD AVENUE","NY","-73.869434","40.685852","Cypress Hills-City Line","718-647-0111","718-827-5834","THOMAS MCBRYDE JR"
"161","K172","P.S. 172 Beacon School of Excellence","Elementary","825 4 AVENUE","NY","-74.000191","40.657682","Sunset Park West","718-965-4200","718-965-2468","SKOP, ANITA"
"162","K174","P.S. 174 Dumont","K-8","574 DUMONT AVENUE","NY","-73.897604","40.665446","East New York (Pennsylvania Ave)","718-345-1223","718-345-8808","STALLINGS-HARTE, JOYCE"
"163","K176","P.S. 176 Ovington","Elementary","1225 69 STREET","NY","-74.005205","40.624835","Dyker Heights","718-236-7755","718-331-9188","COSTANTINO, KARINA"
"164","K177","P.S. 177 The Marlboro","Elementary","346 AVENUE P","NY","-73.974425","40.608169","Bensonhurst East","718-375-9506","718-375-4450","DIMOLA, ISABEL"
"165","K178","P.S. 178 Saint Clair Mckelway","K-8","2163 DEAN STREET","NY","-73.915337","40.67538","Ocean Hill","718-495-7768","718-495-2304","PATE, MIATHERESA"
"166","K179","P.S. 179 Kensington","Elementary","202 AVENUE C","NY","-73.97726","40.640127","Kensington-Ocean Parkway","718-438-4010","718-871-7484","COSTANTINO, KARINA"
"167","K180","The SEEALL Academy","K-8","5601 16 AVENUE","NY","-73.98925","40.626454","Borough Park","718-851-8070","718-853-9308","COSTANTINO, KARINA"
"168","K181","P.S. 181 Brooklyn","K-8","1023 NEW YORK AVENUE","NY","-73.945883","40.648217","East Flatbush-Farragut","718-462-5298","718-284-5053","ELLIS, CLARENCE"
"169","K182","Success Academy Charter School - Williamsburg","Elementary","183 SOUTH  3 STREET","NY","-73.960137","40.711915","North Side-South Side","718-704-1419","646-349-5421","NULL"
"170","K183","P.S. 183 Daniel Chappie James","K-8","76 RIVERDALE AVENUE","NY","-73.9139","40.6602","Brownsville","718-495-0952","718-495-1134","Donald Conyers"
"171","K184","P.S. 184 Newport","K-8","273 NEWPORT STREET","NY","-73.905004","40.660385","Brownsville","718-495-7776","718-385-4655","PATE, MIATHERESA"
"172","K185","P.S. 185 Walter Kassenbrock","Elementary","8601 RIDGE BOULEVARD","NY","-74.033429","40.623598","Bay Ridge","718-745-6610","718-836-9631","COSTANTINO, KARINA"
"173","K186","P.S. 186 Dr. Irving A Gladstone","Elementary","7601 19 AVENUE","NY","-73.994258","40.610917","Bensonhurst West","718-236-7071","718-331-9181","COSTANTINO, KARINA"
"174","K187","The Christa McAuliffe School\I.S. 187","Junior High-Intermediate-Middle","1171 65 STREET","NY","-74.003883","40.627929","Dyker Heights","718-236-3394","718-236-3638","COSTANTINO, KARINA"
"175","K188","P.S. 188 Michael E. Berdy","Elementary","3314 NEPTUNE AVENUE","NY","-74.000489","40.576733","Seagate-Coney Island","718-265-7580","718-265-7589","DIMOLA, ISABEL"
"176","K189","P.S. 189 The Bilingual Center","K-8","1100 EAST NEW YORK AVENUE","NY","-73.925435","40.665228","Brownsville","718-756-0210","718-604-1865","ELLIS, CLARENCE"
"177","K190","P.S. 190 Sheffield","Elementary","590 SHEFFIELD AVENUE","NY","-73.894877","40.662243","East New York (Pennsylvania Ave)","718-346-8780","718-345-8765","THOMAS MCBRYDE JR"
"178","K191","P.S. 191 Paul Robeson","Elementary","1600 PARK PLACE","NY","-73.924127","40.67173","Crown Heights North","718-756-1206","718-756-5417","ELLIS, CLARENCE"
"179","K192","P.S. 192 - The Magnet School for Math and Science","K-8","4715 18 AVENUE","NY","-73.97954","40.6288","Borough Park","718-633-3061","718-871-8721","COSTANTINO, KARINA"
"180","K193","P.S. 193 Gil Hodges","Elementary","2515 AVENUE L","NY","-73.950321","40.62208","Midwood","718-338-9011","718-338-9074","BOVE, JULIA"
"181","K194","P.S. 194 Raoul Wallenberg","Elementary","3117 AVENUE W","NY","-73.934163","40.598069","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","718-648-8804","718-934-0244","BOVE, JULIA"
"182","K195","P.S. 195 Manhattan Beach","Elementary","131 IRWIN STREET","NY","-73.943498","40.580161","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","718-648-9102","718-934-0625","BOVE, JULIA"
"183","K196","P.S. 196 Ten Eyck","Elementary","207 BUSHWICK AVENUE","NY","-73.939385","40.708804","Bushwick South","718-497-0139","718-628-5134","WINNICKI, ALICJA"
"184","K197","P.S. 197 - The Kings Highway Academy","Elementary","1599 EAST  22 STREET","NY","-73.951398","40.612339","Midwood","718-377-7890","718-377-7505","BOVE, JULIA"
"185","K198","P.S. 198 Brooklyn","Elementary","4105 FARRAGUT ROAD","NY","-73.937083","40.637601","East Flatbush-Farragut","718-282-4920","718-940-0821","BOVE, JULIA"
"186","K199","P.S. 199 Frederick Wachtel","Elementary","1100 ELM AVENUE","NY","-73.963026","40.61631","Midwood","718-339-1422","718-336-5562","DIMOLA, ISABEL"
"187","K200","P.S. 200 Benson School","Elementary","1940 BENSON AVENUE","NY","-74.001915","40.602809","Bath Beach","718-236-5466","718-232-3428","COSTANTINO, KARINA"
"188","K201","J.H.S. 201 The Dyker Heights","Junior High-Intermediate-Middle","8010 12 AVENUE","NY","-74.013749","40.619043","Dyker Heights","718-833-9363","718-836-1786","COSTANTINO, KARINA"
"189","K202","P.S. 202 Ernest S. Jenkyns","Elementary","982 HEGEMAN AVENUE","NY","-73.876084","40.665817","East New York","718-649-7880","718-927-2173","THOMAS MCBRYDE JR"
"190","K203","P.S. 203 Floyd Bennett School","Elementary","5101 AVENUE M","NY","-73.925732","40.622108","Flatlands","718-241-8488","718-209-9641","BOVE, JULIA"
"191","K204","P.S. 204 Vince Lombardi","Elementary","8101 15 AVENUE","NY","-74.006137","40.613535","Bensonhurst West","718-236-2906","718-232-9265","COSTANTINO, KARINA"
"192","K205","P.S. 205 Clarion","Elementary","6701 20 AVENUE","NY","-73.986792","40.614737","Bensonhurst West","718-236-2380","718-331-7299","COSTANTINO, KARINA"
"193","K206","P.S. 206 Joseph F Lamb","K-8","2200 GRAVESEND NECK ROAD","NY","-73.948453","40.596876","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","718-743-5598","718-332-4986","BOVE, JULIA"
"194","K207","P.S. 207 Elizabeth G. Leary","K-8","4011 FILLMORE AVENUE","NY","-73.930485","40.613981","Georgetown-Marine Park-Bergen Beach-Mill Basin","718-645-8667","718-645-8139","BOVE, JULIA"
"195","K208","P.S. 208 Elsa Ebeling","Elementary","4801 AVENUE D","NY","-73.930898","40.6427","East Flatbush-Farragut","718-629-1670","718-451-0185","WILKINS, BEVERLY"
"196","K209","P.S. 209 Margaret Mead","K-8","2609 EAST  7 STREET","NY","-73.961191","40.5868","Brighton Beach","718-743-1954","718-743-6361","DIMOLA, ISABEL"
"197","K211","I.S. 211 John Wilson","Junior High-Intermediate-Middle","1001 EAST 100 STREET","NY","-73.895224","40.642931","Canarsie","718-251-4411","718-241-2503","WILKINS, BEVERLY"
"198","K212","P.S. 212 Lady Deborah Moody","Elementary","87 BAY  49 STREET","NY","-73.985368","40.587612","Gravesend","718-266-4841","718-266-7080","DIMOLA, ISABEL"
"199","K213","P.S. 213 New Lots","Elementary","580 HEGEMAN AVENUE","NY","-73.889968","40.659845","East New York","718-257-4034","718-272-3446","THOMAS MCBRYDE JR"
"200","K214","P.S. 214 Michael Friedsam","Elementary","2944 PITKIN AVENUE","NY","-73.862961","40.675881","Cypress Hills-City Line","718-647-1740","718-827-5838","THOMAS MCBRYDE JR"
"201","K215","P.S. 215 Morris H. Weiss","Elementary","415 AVENUE S","NY","-73.970171","40.602722","Homecrest","718-339-2464","718-998-7235","DIMOLA, ISABEL"
"202","K216","P.S. 216 Arturo Toscanini","Elementary","350 AVENUE X","NY","-73.969647","40.59","Gravesend","718-645-2862","718-645-2610","DIMOLA, ISABEL"
"203","K217","P.S. 217 Colonel David Marcus School","Elementary","1100 NEWKIRK AVENUE","NY","-73.966442","40.633482","Flatbush","718-434-6960","718-434-8170","BOVE, JULIA"
"204","K218","J.H.S. 218 James P. Sinnott","Junior High-Intermediate-Middle","370 FOUNTAIN AVENUE","NY","-73.874537","40.67002","East New York","718-647-9050","718-827-5839","THOMAS MCBRYDE JR"
"205","K219","P.S. 219 Kennedy-King","Elementary","1060 CLARKSON AVENUE","NY","-73.922296","40.658834","Rugby-Remsen Village","929-397-9566","949-397-9565","WILKINS, BEVERLY"
"206","K220","J.H.S. 220 John J. Pershing","Junior High-Intermediate-Middle","4812 9TH AVENUE","NY","-74.00125","40.640997","Sunset Park East","718-633-8200","718-871-7466","COSTANTINO, KARINA"
"207","K221","P.S. 221 Toussaint L'Ouverture","Elementary","791 EMPIRE BOULEVARD","NY","-73.935753","40.663964","Crown Heights South","718-756-0122","718-953-2657","ELLIS, CLARENCE"
"208","K222","P.S. 222 Katherine R. Snyder","Elementary","3301 QUENTIN ROAD","NY","-73.939205","40.614005","Georgetown-Marine Park-Bergen Beach-Mill Basin","718-998-4298","718-339-2107","BOVE, JULIA"
"209","K223","J.H.S. 223 The Montauk","Junior High-Intermediate-Middle","4200 16 AVENUE","NY","-73.982424","40.6351","Borough Park","718-438-0155","718-871-7477","COSTANTINO, KARINA"
"210","K224","P.S. 224 Hale A. Woodruff","Elementary","757 WORTMAN AVENUE","NY","-73.866542","40.664143","East New York","718-235-3600","718-827-5840","THOMAS MCBRYDE JR"
"211","K225","P.S. K225 - The Eileen E. Zaglin","K-8","1075 OCEAN VIEW AVENUE","NY","-73.955856","40.58026","Brighton Beach","718-743-9793","718-743-7096","DIMOLA, ISABEL"
"212","K226","P.S. 226 Alfred De B. Mason","K-8","6006 23 AVENUE","NY","-73.977099","40.615405","Borough Park","718-234-4940","718-234-4945","DIMOLA, ISABEL"
"213","K227","J.H.S. 227 Edward B. Shallow","Junior High-Intermediate-Middle","6500 16 AVENUE","NY","-73.995961","40.622102","Bensonhurst West","718-256-8218","718-234-6204","COSTANTINO, KARINA"
"214","K228","I.S. 228 David A. Boody","Junior High-Intermediate-Middle","228 AVENUE S","NY","-73.976801","40.60066","Bensonhurst East","718-375-7635","718-376-1209","DIMOLA, ISABEL"
"215","K229","P.S. 229 Dyker","K-8","1400 BENSON AVENUE","NY","-74.013585","40.610331","Bath Beach","718-236-5447","718-331-8173","COSTANTINO, KARINA"
"216","K230","P.S. 230 Doris L. Cohen","Elementary","1 ALBEMARLE ROAD","NY","-73.980515","40.645609","Kensington-Ocean Parkway","718-437-6135","718-871-2624","SKOP, ANITA"
"217","K231","P.S. K231","K-8","5601 16 AVENUE","NY","-73.98925","40.626454","Borough Park","718-853-1884","718-853-5388","LOUISSAINT, KETLER"
"218","K232","I.S. 232 The Winthrop","Junior High-Intermediate-Middle","905 WINTHROP STREET","NY","-73.929","40.6584","Prospect Lefferts Gardens-Wingate","718-773-2662","718-953-4592","Beverly Wilkins"
"219","K233","P.S. 233 Langston Hughes","Elementary","9301 AVENUE B","NY","-73.914282","40.651642","Rugby-Remsen Village","718-346-8103","718-345-3078","WILKINS, BEVERLY"
"220","K234","J.H.S. 234 Arthur W. Cunningham","Junior High-Intermediate-Middle","1875 EAST  17 STREET","NY","-73.955217","40.604447","Madison","718-645-1334","718-645-7759","BOVE, JULIA"
"221","K235","P.S. 235 Janice Marie Knight School","K-8","525 LENOX ROAD","NY","-73.940922","40.655337","East Flatbush-Farragut","718-773-4869","718-773-0048","WILKINS, BEVERLY"
"222","K236","P.S. 236 Mill Basin","Elementary","6302 AVENUE U","NY","-73.912005","40.615494","Georgetown-Marine Park-Bergen Beach-Mill Basin","718-444-6969","718-241-6630","BOVE, JULIA"
"223","K238","P.S. 238 Anne Sullivan","K-8","1633 EAST  8 STREET","NY","-73.964586","40.608801","Homecrest","718-339-4355","718-998-4351","DIMOLA, ISABEL"
"224","K239","Mark Twain I.S. 239 for the Gifted & Talented","Junior High-Intermediate-Middle","2401 NEPTUNE AVENUE","NY","-73.992447","40.57864","Seagate-Coney Island","718-266-0814","718-266-1693","DIMOLA, ISABEL"
"225","K240","Andries Hudde","Junior High-Intermediate-Middle","2500 NOSTRAND AVENUE","NY","-73.946836","40.623788","Midwood","718-253-3700","718-253-0356","BOVE, JULIA"
"226","K241","P.S. 241 Emma L. Johnston","Elementary","976 PRESIDENT STREET","NY","-73.960924","40.668913","Crown Heights South","718-636-4725","718-230-5468","ELLIS, CLARENCE"
"227","K243","P.S. 243K- The Weeksville School","Elementary","1580 DEAN STREET","NY","-73.935093","40.675675","Crown Heights North","718-604-6909","718-604-6914","MARTIN, YOLANDA"
"228","K244","P.S. 244 Richard R. Green","Elementary","5404 TILDEN AVENUE","NY","-73.925592","40.647851","Rugby-Remsen Village","718-346-6240","718-345-3083","WILKINS, BEVERLY"
"229","K245","P.S. 245","Elementary","249 EAST 17TH STREET","NY","-73.962743","40.644927","Flatbush","718-284-2330","718-284-2333","BOVE, JULIA"
"230","K246","M.S. 246 Walt Whitman","Junior High-Intermediate-Middle","72 VERONICA PLACE","NY","-73.95348","40.648352","Erasmus","718-282-5230","718-284-6429","ELLIS, CLARENCE"
"231","K247","P.S. 247 Brooklyn","Elementary","7000 21 AVENUE","NY","-73.987195","40.612247","Bensonhurst West","718-236-4205","718-331-8563","COSTANTINO, KARINA"
"232","K249","P.S. 249 The Caton","Elementary","18 MARLBOROUGH ROAD","NY","-73.966456","40.649509","Flatbush","718-282-8828","718-284-5146","ELLIS, CLARENCE"
"233","K250","P.S. 250 George H. Lindsay","Elementary","108 MONTROSE AVENUE","NY","-73.945659","40.706708","East Williamsburg","718-384-0889","718-302-2314","WINNICKI, ALICJA"
"234","K251","P.S. 251 Paerdegat","Elementary","1037 EAST  54 STREET","NY","-73.923894","40.63195","Flatlands","718-251-4110","718-241-3200","BOVE, JULIA"
"235","K252","I.S. 252 Arthur S. Somers","Junior High-Intermediate-Middle","1084 LENOX ROAD","NY","-73.9201","40.6583","Rugby-Remsen Village","718-342-1144","718-485-8117","Beverly Wilkins"
"236","K253","P.S. 253","Elementary","601 OCEANVIEW AVENUE","NY","-73.961962","40.580237","Brighton Beach","718-332-3331","718-743-7194","DIMOLA, ISABEL"
"237","K254","P.S. 254 Dag Hammarskjold","Elementary","1801 AVENUE Y","NY","-73.95155","40.591103","Sheepshead Bay-Gerritsen Beach-Manhattan Beach","718-743-0890","718-332-4477","BOVE, JULIA"
"238","K255","P.S. 255 Barbara Reing School","Elementary","1866 EAST  17 STREET","NY","-73.955891","40.604461","Madison","718-376-8494","718-627-0626","BOVE, JULIA"
"239","K256","P.S. 256 Benjamin Banneker","Elementary","114 KOSCIUSZKO STREET","NY","-73.94961","40.690595","Bedford","718-857-9820","718-783-7384","SAMUELS, KAMAR"
"240","K257","P.S. 257 John F. Hylan","Elementary","60 COOK STREET","NY","-73.941345","40.702759","East Williamsburg","718-384-7128","718-387-8115","WINNICKI, ALICJA"
"241","K258","J.H.S. 258 David Ruggles","Junior High-Intermediate-Middle","141 MACON STREET","NY","-73.9454","40.6816","Bedford","718-398-3764","718-857-3422","James Machen"
"242","K259","J.H.S. 259 William McKinley","Junior High-Intermediate-Middle","7305 FT HAMILTON PARKWAY","NY","-74.014633","40.626089","Dyker Heights","718-833-1000","718-833-3419","COSTANTINO, KARINA"
"243","K260","P.S. 260 Breuckelen","Elementary","875 WILLIAMS AVENUE","NY","-73.893294","40.653368","Canarsie","718-649-9216","718-927-2215","STALLINGS-HARTE, JOYCE"
"244","K261","P.S. 261 Philip Livingston","Elementary","314 PACIFIC STREET","NY","-73.988667","40.687218","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","718-330-9275","718-875-9503","SKOP, ANITA"
"245","K262","P.S. 262 El Hajj Malik El Shabazz Elementary Schoo","Elementary","500 MACON STREET","NY","-73.930132","40.682949","Crown Heights North","718-453-0780","718-453-0679","MARTIN, YOLANDA"
"246","K264","P.S. 264 Bay Ridge Elementary School For The Arts","Elementary","371 89th Street","NY","-74.029444","40.621025","Bay Ridge","718-630-1650","718-630-1655","COSTANTINO, KARINA"
"247","K265","Dr. Susan S. McKinney Secondary School of the Arts","Secondary School","101 PARK AVENUE","NY","-73.976104","40.697177","Fort Greene","718-834-6760","718-243-0815","SAMUELS, KAMAR"
"248","K266","M.S. K266 - Park Place Community Middle School","Junior High-Intermediate-Middle","62 PARK PLACE","NY","-73.976648","40.678809","Park Slope-Gowanus","718-245-8766","718-245-8769","SAMUELS, KAMAR"
"249","K267","M.S. 267 Math, Science & Technology","Junior High-Intermediate-Middle","800 GATES AVENUE","NY","-73.932066","40.68797","Stuyvesant Heights","718-574-2318","718-574-2320","MARTIN, YOLANDA"
"250","K268","P.S. 268 Emma Lazarus","Elementary","133 EAST  53 STREET","NY","-73.92756","40.657421","Rugby-Remsen Village","718-773-5332","718-493-7448","WILKINS, BEVERLY"
"251","K269","P.S. 269 Nostrand","Elementary","1957 NOSTRAND AVENUE","NY","-73.947672","40.637625","Flatbush","718-941-2800","718-940-3098","BOVE, JULIA"
"252","K270","P.S. 270 Johann DeKalb","Elementary","241 EMERSON PLACE","NY","-73.961134","40.691275","Clinton Hill","718-623-5280","718-622-3370","SAMUELS, KAMAR"
"253","K271","I.S. 271 John M. Coleman","Junior High-Intermediate-Middle","121 SARATOGA AVENUE","NY","-73.9171","40.6827","Ocean Hill","718-495-7787","718-495-7831","Donald Conyers"
"254","K272","P.S. 272 Curtis Estabrook","Elementary","101-24 SEAVIEW AVENUE","NY","-73.886373","40.635542","Canarsie","929-437-5000","929-437-5009","WILKINS, BEVERLY"
"255","K273","P.S. 273 Wortman","Elementary","923 JEROME STREET","NY","-73.879276","40.6585","East New York","718-649-5739","718-927-2230","THOMAS MCBRYDE JR"
"256","K274","P.S. 274 Kosciusko","Elementary","800 BUSHWICK AVENUE","NY","-73.92818","40.694179","Bushwick South","718-642-5300","718-574-1059","GORSKI, SHEILA"
"257","K275","IS 275 Thelma J. Hamilton","Junior High-Intermediate-Middle","985 ROCKAWAY AVENUE","NY","-73.9074","40.6566","Brownsville","718-495-7833","718-495-7836","Donald Conyers"
"258","K276","P.S. 276 Louis Marshall","Elementary","1070 EAST  83 STREET","NY","-73.908436","40.634005","Canarsie","718-241-5757","718-241-5560","WILKINS, BEVERLY"
"259","K277","P.S. 277 Gerritsen Beach","Elementary","2529 GERRITSEN AVENUE","NY","-73.92785","40.595798","park-cemetery-etc-Brooklyn","718-743-6689","718-368-0920","BOVE, JULIA"
